IDconsumidor,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefonia,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,TV_assinatura,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
2731-GJRDG,Female,0,No,No,32,Yes,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),109.55,3608.0,0.0
4723-BEGSG,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.65,6094.25,0.0
6516-NKQBO,Male,0,Yes,Yes,38,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),81.0,3084.9,0.0
8672-OAUPW,Male,0,No,Yes,51,Yes,DSL,No,Yes,No,One year,Credit card (automatic),47.85,2356.75,0.0
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.55,8306.05,0.0
3419-SNJJD,Female,1,Yes,No,65,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),105.25,6786.4,1.0
6543-CPZMK,Male,0,Yes,Yes,9,Yes,DSL,No,No,No,Month-to-month,Electronic check,29.95,248.95,1.0
4765-OXPPD,Female,0,Yes,Yes,9,Yes,DSL,Yes,Yes,No,Month-to-month,Mailed check,65.0,663.05,1.0
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,1357.1,0.0
6689-VRRTK,Female,1,No,No,44,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),109.8,4860.35,0.0
7138-GIRSH,Male,0,No,No,50,Yes,DSL,No,Yes,No,Two year,Bank transfer (automatic),69.5,3418.2,0.0
9396-ZSFLL,Female,0,No,No,15,Yes,DSL,No,No,No,Month-to-month,Mailed check,48.85,631.4,0.0
6464-KEXXH,Male,0,No,No,8,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,186.3,0.0
7134-MJPDY,Female,1,No,No,66,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,6976.75,0.0
5240-CAOYT,Female,0,No,No,57,No,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),65.60756321839081,4884.85,0.0
4059-IIEBK,Female,0,No,No,7,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,522.95,0.0
4881-JVQOD,Male,1,Yes,Yes,10,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,362.6,0.0
0516-UXRMT,Female,0,No,No,62,Yes,Fiber optic,Yes,No,No,One year,Electronic check,65.60756321839081,5755.8,0.0
4851-BQDNX,Male,0,Yes,Yes,40,Yes,Fiber optic,No,No,Yes,One year,Electronic check,65.60756321839081,3355.65,0.0
5148-HKFIR,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,65.60756321839081,406.95,0.0
1009-IRMNA,Female,0,No,No,7,No,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),65.60756321839081,137.6,1.0
3003-CMDUU,Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,2395.7,0.0
5016-IBERQ,Male,0,Yes,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1968.1,0.0
6797-UCJHZ,Female,1,Yes,No,66,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),65.60756321839081,6819.45,0.0
2469-DTSGX,Female,1,No,No,72,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,65.60756321839081,7943.45,0.0
4554-YGZIH,Male,1,Yes,No,49,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,4547.25,1.0
5099-BAILX,Male,1,Yes,Yes,43,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),65.60756321839081,4687.9,1.0
9931-KGHOA,Female,0,Yes,No,46,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,2473.95,0.0
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,6562.9,0.0
7665-VIGUD,Male,0,No,No,10,No,No,No internet service,No internet service,No internet service,One year,Mailed check,65.60756321839081,176.3,0.0
9411-TPQQV,Female,0,No,No,40,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),65.60756321839081,2236.2,0.0
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,6985.65,1.0
7954-MLBUN,Male,0,No,No,31,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.45,3109.9,0.0
2077-DDHJK,Female,0,Yes,No,68,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),70.9,4911.35,0.0
4913-EHYUI,Male,1,Yes,Yes,56,No,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.55,5794.65,1.0
0195-IESCP,Male,0,Yes,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.25,855.3,1.0
9574-BOSMD,Male,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.4,1620.2,0.0
4580-TMHJU,Female,0,Yes,Yes,43,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,56.15,2499.3,1.0
0970-ETWGE,Male,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,89.55,1.0
4908-XAXAY,Female,1,No,No,49,No,Fiber optic,No,No,No,One year,Bank transfer (automatic),89.85,4287.2,0.0
8404-VLQFB,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.25,394.85,0.0
1626-ERCMM,Male,1,Yes,No,20,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.55,1899.65,1.0
0887-HJGAR,Male,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.7,45.7,1.0
2391-IPLOP,Male,0,Yes,Yes,50,Yes,DSL,No,Yes,Yes,One year,Electronic check,69.65,3442.15,0.0
5644-PDMZC,Female,1,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,89.5,161.5,1.0
3509-GWQGF,Male,1,No,No,24,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),70.0,1732.6,0.0
9576-ANLXO,Female,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),69.55,222.3,1.0
2024-BASKD,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,74.6,74.6,1.0
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,655.3,0.0
1140-UKVZG,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.8,475.25,0.0
4160-AMJTL,Female,1,No,No,8,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.65,164.3,1.0
5183-SNMJQ,Male,0,No,No,10,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),95.1,865.1,0.0
8100-PNJMH,Male,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.85,6132.7,0.0
7838-LAZFO,Male,0,Yes,No,45,Yes,DSL,Yes,No,Yes,One year,Bank transfer (automatic),78.8,3597.5,0.0
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.85,35.9,1.0
2085-JVGAD,Male,0,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.35,697.65,0.0
5650-VDUDS,Female,0,No,No,4,Yes,DSL,No,No,No,Month-to-month,Mailed check,24.25,96.05,1.0
8095-WANWK,Female,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.25,428.7,0.0
3030-ZKIWL,Male,0,No,No,1,No,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,0.0
9565-FLVCG,Male,0,Yes,Yes,65,Yes,DSL,Yes,No,No,Two year,Mailed check,69.55,4459.15,0.0
8755-OGKNA,Female,0,Yes,Yes,57,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.5,1167.6,0.0
2800-VEQXM,Female,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,74.75,238.1,0.0
7538-GWHML,Female,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.65,145.15,1.0
5533-RJFTJ,Male,0,No,No,49,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),30.2,1453.1,0.0
3859-CVCET,Female,0,No,No,4,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.65,191.05,1.0
0214-JHPFW,Female,0,Yes,No,70,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),57.8,4039.3,0.0
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,1039.45,0.0
3088-FVYWK,Male,0,Yes,Yes,53,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.55,1336.1,0.0
3276-HDUEG,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,75.05,75.05,1.0
9092-GDZKO,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.85,493.4,0.0
0823-HSCDJ,Male,1,No,No,52,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,49.15,2550.9,1.0
3729-OWRVL,Male,1,No,No,65,No,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,110.35,7246.15,0.0
2324-AALNO,Female,0,No,No,48,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.55,1203.95,0.0
0822-GAVAP,Female,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,34.7,62.25,1.0
5760-IFJOZ,Male,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,107.95,313.6,0.0
2826-UWHIS,Male,0,Yes,No,45,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.4,3775.85,0.0
1448-PWKYE,Male,0,Yes,Yes,1,No,Fiber optic,No,No,No,Month-to-month,Electronic check,80.0,80.0,1.0
7501-IWUNG,Female,0,Yes,Yes,61,No,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,4616.05,0.0
4957-TREIR,Male,0,No,No,3,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),65.60756321839081,195.65,0.0
7251-LJBQN,Female,1,No,No,40,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,4188.4,0.0
8040-MNRTF,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,65.60756321839081,71.1,0.0
1536-HBSWP,Female,0,No,No,1,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,65.60756321839081,49.9,0.0
5313-FPXWG,Male,0,No,No,51,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),65.60756321839081,1266.4,0.0
0067-DKWBL,Male,1,No,No,2,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,91.1,1.0
0946-FKYTX,Male,0,No,No,52,Yes,DSL,No,No,No,One year,Mailed check,65.60756321839081,1623.4,0.0
5076-YVXCM,Male,0,No,No,51,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.4,4149.45,0.0
8262-COGGB,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,20.45,0.0
6663-JOCQO,Male,0,Yes,Yes,31,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),75.25,2344.5,0.0
9620-QJREV,Male,0,No,Yes,47,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.55,1013.05,0.0
2276-YDAVZ,Female,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.1,270.7,1.0
2682-KEVRP,Female,1,No,No,22,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.05,417.0,0.0
2480-JZOSN,Female,0,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,20.65,0.0
0078-XZMHT,Male,0,Yes,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.15,6316.2,0.0
5896-NPFWW,Male,0,Yes,Yes,3,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.15,168.15,1.0
9978-HYCIN,Male,1,Yes,Yes,47,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),84.95,4018.05,0.0
8338-QIUNR,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),66.5,4811.6,0.0
1525-LNLOJ,Male,0,Yes,Yes,66,Yes,DSL,No,No,Yes,Two year,Bank transfer (automatic),63.3,4189.7,0.0
9450-TRJUU,Male,0,No,No,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.15,2848.45,0.0
1766-GKNMI,Male,0,No,No,29,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,84.9,2516.2,0.0
6942-LBFDP,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.55,33.6,0.0
1456-TWCGB,Male,0,No,No,4,No,DSL,No,No,No,Month-to-month,Mailed check,49.25,208.45,0.0
7133-VBDCG,Female,0,No,No,25,Yes,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.85,2015.35,1.0
7596-ZYWBB,Female,0,No,No,65,Yes,DSL,Yes,Yes,No,Two year,Mailed check,59.6,3739.8,0.0
8329-UTMVM,Male,1,No,No,27,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),104.65,2964.0,0.0
3014-WJKSM,Male,0,Yes,No,29,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.3,2263.4,0.0
3347-YJZZE,Male,0,Yes,Yes,29,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),80.1,2211.8,0.0
1029-QFBEN,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,1.0
7929-DMBCV,Female,0,Yes,No,20,Yes,Fiber optic,No,Yes,No,Month-to-month,Mailed check,81.0,1683.7,0.0
9661-JALZV,Female,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.7,1519.0,0.0
5433-KYGHE,Female,0,No,Yes,14,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Mailed check,86.0,1164.05,0.0
4312-KFRXN,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.4,1710.9,0.0
5575-TPIZQ,Male,0,No,No,46,No,Fiber optic,Yes,No,Yes,Month-to-month,Credit card (automatic),89.15,4245.55,0.0
0114-IGABW,Female,0,Yes,No,71,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),58.25,4145.9,0.0
9944-AEXBM,Male,0,No,No,32,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.65,2664.3,0.0
1853-ARAAQ,Female,0,No,No,26,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.35,1277.5,0.0
6952-OMNWB,Male,1,Yes,No,68,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),80.35,5589.3,0.0
4697-LUPSU,Male,0,Yes,Yes,2,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.2,34.75,0.0
8434-VGEQQ,Male,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.55,1305.95,0.0
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.95,381.3,1.0
1589-AGTLK,Male,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.35,141.5,1.0
5244-IRFIH,Male,1,Yes,No,33,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.5,3105.55,1.0
6549-YMFAW,Male,1,Yes,No,9,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.25,204.55,0.0
4950-HKQTE,Female,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,26.25,605.9,0.0
6786-OBWQR,Female,0,Yes,Yes,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.85,356.1,0.0
2684-EIWEO,Female,1,No,No,30,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),91.7,2758.15,1.0
2753-JMMCV,Male,0,No,No,65,Yes,DSL,No,Yes,No,Two year,Credit card (automatic),74.2,4805.65,0.0
6439-GTPCA,Female,0,No,No,45,No,Fiber optic,No,Yes,No,Month-to-month,Electronic check,87.25,3941.7,1.0
6621-YOBKI,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,92.75,0.0
1216-JWVUX,Male,0,Yes,Yes,25,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.5,1901.05,0.0
7564-GHCVB,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,No,Two year,Bank transfer (automatic),79.05,5730.7,0.0
1173-NOEYG,Female,0,Yes,No,27,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),90.15,2423.4,0.0
7595-EHCDL,Male,0,Yes,Yes,32,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.6,1653.45,0.0
6647-ZEDXT,Female,0,No,No,30,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),110.45,3327.05,0.0
2521-NPUZR,Male,0,Yes,No,70,No,Fiber optic,Yes,Yes,No,Two year,Credit card (automatic),101.0,7085.5,0.0
1307-TVUFB,Male,1,No,No,42,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),79.35,3344.1,0.0
7503-MIOGA,Female,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),89.85,6697.35,0.0
4381-MHQDC,Female,0,No,No,47,Yes,DSL,Yes,Yes,No,Two year,Mailed check,65.0,2879.9,0.0
6923-JHPMP,Female,0,No,No,2,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,80.45,137.1,0.0
5138-WVKYJ,Male,0,No,No,10,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,98.55,1008.55,1.0
4018-PPNDW,Female,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,24.1,1551.6,0.0
1635-FJFCC,Female,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),44.05,202.15,0.0
2499-AJYUA,Female,1,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),110.8,7882.25,0.0
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.95,8196.4,0.0
3966-HRMZA,Female,1,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,75.05,202.9,0.0
6425-JWTDV,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.25,855.1,0.0
8405-IGQFX,Female,0,No,No,63,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),90.05,5817.0,0.0
8224-IVVPA,Female,0,No,No,27,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,56.7,1652.95,0.0
9477-LGWQI,Male,0,Yes,Yes,70,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),80.15,5600.15,0.0
1410-RSCMR,Male,0,Yes,Yes,7,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),71.35,515.75,0.0
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.25,40.5,0.0
0139-IVFJG,Female,0,Yes,No,2,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,90.35,190.5,0.0
6683-VLCTZ,Male,1,No,No,20,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,98.55,1842.8,1.0
5730-DBDSI,Male,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1253.8,0.0
0030-FNXPP,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,57.2,0.0
2189-WWOEW,Female,0,No,Yes,15,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.9,1269.55,1.0
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,Two year,Bank transfer (automatic),90.35,6563.4,0.0
4013-GUXND,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.8,20.8,0.0
1894-IGFSG,Female,0,No,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.25,1907.85,1.0
7379-POKDZ,Male,0,Yes,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.3,208.85,1.0
1266-NZYUI,Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),66.85,4758.8,0.0
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,1292.6,0.0
4718-DHSMV,Female,0,No,No,11,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,35.8,363.15,0.0
5175-WLYXL,Male,0,No,No,22,No,Fiber optic,No,No,No,Month-to-month,Mailed check,78.85,1600.25,0.0
7817-OMJNA,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.4,275.7,0.0
8728-SKJLR,Male,0,No,No,41,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,74.25,3089.1,0.0
3137-NYQQI,Male,0,Yes,No,17,Yes,DSL,Yes,No,No,One year,Mailed check,64.8,1175.6,0.0
7706-DZNKK,Male,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.45,237.3,0.0
0236-HFWSV,Male,0,No,No,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,93.35,1444.65,1.0
3900-AQPHZ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,19.9,1.0
5842-POCOP,Female,0,Yes,No,5,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,88.9,454.15,1.0
2037-XJFUP,Male,0,Yes,No,33,No,Fiber optic,No,No,Yes,One year,Electronic check,95.8,3036.75,1.0
8823-RLPWL,Female,0,Yes,No,72,No,Fiber optic,Yes,No,Yes,Two year,Credit card (automatic),110.65,8065.65,0.0
9505-SQFSW,Female,0,Yes,Yes,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,40.3,92.5,0.0
7314-OXENN,Male,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,82.0,184.65,1.0
3758-CKOQL,Female,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,No,One year,Credit card (automatic),107.0,6152.3,0.0
0322-CHQRU,Male,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.35,89.5,1.0
5676-CFLYY,Male,0,Yes,Yes,71,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),73.35,5154.5,0.0
7521-AFHAB,Female,0,Yes,Yes,5,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.8,220.45,0.0
0285-INHLN,Male,0,Yes,Yes,27,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),54.75,1510.3,0.0
4678-DVQEO,Female,0,No,No,1,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,52.2,52.2,1.0
5125-CNDSP,Male,0,No,Yes,63,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),40.6,2588.95,0.0
0691-IFBQW,Female,1,No,No,46,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,110.0,4874.8,1.0
4992-LTJNE,Male,0,Yes,Yes,72,No,DSL,Yes,No,No,Two year,Bank transfer (automatic),55.3,3983.6,0.0
2202-OUTMO,Female,0,Yes,No,34,Yes,DSL,Yes,Yes,No,Month-to-month,Bank transfer (automatic),60.85,2003.6,0.0
0810-BDHAW,Female,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,One year,Electronic check,78.4,1832.4,0.0
0229-LFJAF,Male,0,No,No,72,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),69.65,4908.25,0.0
7131-ZQZNK,Female,0,Yes,Yes,60,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),59.85,3590.2,0.0
3442-ZHHCC,Male,0,No,No,68,Yes,DSL,Yes,No,No,One year,Credit card (automatic),76.9,5023.0,0.0
5726-CVNYA,Female,0,Yes,Yes,8,No,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,146.6,0.0
9871-ELEYA,Female,0,No,Yes,34,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),67.65,2339.3,0.0
4257-GAESD,Female,0,No,No,6,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),45.0,298.7,0.0
5173-WXOQV,Male,0,Yes,No,2,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,64.2,143.65,0.0
2040-OBMLJ,Male,0,No,No,31,Yes,Fiber optic,No,Yes,No,One year,Credit card (automatic),81.7,2548.65,0.0
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),25.55,507.4,0.0
3807-XHCJH,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.0,20.0,0.0
3009-JWMPU,Male,0,No,No,62,Yes,Fiber optic,No,No,Yes,One year,Electronic check,96.75,6125.4,1.0
5671-RQRLP,Female,1,Yes,No,70,Yes,Fiber optic,No,No,No,Two year,Credit card (automatic),75.65,5411.4,0.0
1450-GALXR,Female,0,No,No,10,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,98.5,1058.25,1.0
8859-AXJZP,Male,0,Yes,Yes,39,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,23.8,903.8,0.0
3174-AKMAS,Female,0,Yes,No,46,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),64.2,3009.5,0.0
3138-BKYAV,Male,0,No,No,6,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.35,489.45,1.0
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,DSL,No,No,Yes,Two year,Bank transfer (automatic),76.8,5468.45,0.0
7382-DFJTU,Male,0,No,No,18,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),55.2,1058.1,0.0
2798-NYLMZ,Male,0,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),108.55,7616.0,0.0
4289-DTDKW,Male,0,Yes,No,40,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,101.3,4113.1,1.0
1820-TQVEV,Male,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.55,69.55,1.0
2239-JALAW,Male,0,No,No,58,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),103.25,6017.65,1.0
4853-RULSV,Male,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),104.0,7250.15,1.0
